title,Year,cast1,cast2, cast3, crew1, crew2, crew3, genre, Crime, Romance, Animation, Music, Comedy, TVMovie, Horror, War, Adventure, Thriller, Western, Mystery, Kids, ScienceFiction, Foreign, Drama, Action, Documentary, History, Family, Fantasy,,
Las monstruosas aventuras de Zipi y Zape,2005,NA,NA,NA, Claudio Biern Boyd,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Zazie : Made in Live - Le Tour des anges,2001,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Roustabout,1964, Elvis Presley, Barbara Stanwyck, Leif Erickson, John Rich, Anthony Lawrence, Allan Weiss,Romance,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Marriage of the Blessed,1989, Ebrahim Abadi, Mahmud Bigham, Roya Nonahali, Mohsen Makhmalbaf, Mohsen Makhmalbaf,NA,War,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Maaveeran,1986, Rajnikanth, Ambika, Nagesh, Ilayaraja, Rajasekar,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Life for Ruth,1962, Michael Craig, Patrick McGoohan, Janet Munro, Basil Dearden,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Voyages,1999,NA,NA,NA, Emmanuel Finkiel,NA,NA,Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Addicted to Plastic,2008,NA,NA,NA, Ian Connacher, Gad Reichman, Oliver Johnson, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Stag Fight,2009, Francesco D'Macho, Damien Crosse, Alain Lamas, Francesco D'Macho, Damien Crosse,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cosa Bella,2006, Alexie Gilmore, Stephanie Szostak, Michaela McManus, Fiona MacKenzie, Fiona MacKenzie,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
How About You...,2007, Vanessa Redgrave, Brenda Fricker, Joss Ackland, Anthony Byrne, Maeve Binchy,NA,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Bloody Ghost,1989, Sandra Ng, Teddy Yip Wing-Cho, Alvina Kong Yan-Yin, Yuen Jun-Man, Lawrence Lau Jun-Wai, Stephen Shin Gei-Yin,Horror,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Return to Nuke 'Em High Volume 1,2014, Asta Parades, Catherine Corcoran, Zac Amico, Lloyd Kaufman, Lloyd Kaufman, Derek Dressler,ScienceFiction,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
Wife Switch Vol. 14,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Audience of One,2007, Richard Gazowsky,NA,NA, Mike Jacobs,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Force of Circumstance,1990, Steve Buscemi,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Sincerely Yours,1955, Liberace, Joanne Dru, Dorothy Malone, Gordon Douglas, William H. Clothier, Irving Wallace, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
John Fogerty: Comin' Down the Road,2009, John Fogerty,NA,NA, Ted Kenney,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Latter Days,2003, Steve Sandvoss, Wes Ramsey, Rebekah Johnson, C. Jay Cox, C. Jay Cox,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Santa Baby,2006, Jenny McCarthy, Ivan Sergei, George Wendt, Ron Underwood, Garrett Frawley,NA,TVMovie,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Greatest Heroes and Legends of The Bible: David and Goliath,2003, Charlton Heston,NA,NA, William R. Kowalchuk, William R. Kowalchuk,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Klucht - Drie is teveel,1988,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Southern Belle,2012, Theodore Bouloukos, Ethan Sharrett, Danae Abrahams, Patrick Biesemans, Martin Cox,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Pedal,2001, Dexter, Eric, Evangelis, Ana Lombardo, Peter Sutherland, Kevin Trageser, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Coach,2010, Liane Balaban, James Biberi, Hugh Dancy,NA,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Clarke-Miller-Wooten ""S.M.V. Live In Spain""",2009, Marcus Miller, Stanley Clarke, Victor Wooten,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Postman Pat - The Giant Snowball,2005,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Rambling Rose,1991, Laura Dern, Robert Duvall, Diane Ladd, Martha Coolidge, Calder Willingham, Calder Willingham, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Come Play with Me,1977, Mary Millington, Alfie Bass, Irene Handl, George Harrison Marks, George Harrison Marks,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Strike Up the Band,1930,NA,NA,NA, Dave Fleischer,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
@urFRENZ,2011, Gayla Goehl, Lily Holleman, Michael Robert Kelly, Jeff Phillips, Jeff Phillips,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Greatest Heroes and Legends of The Bible: Noah's Ark,1986,NA,NA,NA,NA,NA,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Night Terror,1977, Valerie Harper, Richard Romanus,NA, Carl Gabler, Richard DeNeut,  E.W. Swackhamer,Thriller,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
The Passing,1985, Mark McPherson,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
An Extremely Goofy Movie,2000, Bill Farmer, Jason Marsden, Jim Cummings, Douglas McCarthy, Scott Gorden, Hillary Carlip,Family,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Keranda Kuntilanak,2011, Zaky Zimah, Fiona Fachru, Anastasya Octaviana, Nayato Fio Nuala, Aldi Ks, Gope T. Samtani,Horror,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Polar Storm,2009, Jack Coleman, Holly Elissa Lamaro, Tyler Johnston, Paul Ziller, Jason Bourque, Paul Ziller,ScienceFiction,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Shaolin Avengers,2011, Jean Carlo, Mark Lim, Shirley Ng, Chiu Lee,NA,NA, Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
Milflicious,2010, Tommy Gunn, Mick Blue, Manuel Ferrara,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Colony,2011,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
On Dangerous Ground,1951, Ida Lupino, Robert Ryan, Ward Bond, Nicholas Ray, Nicholas Ray, A.I. Bezzerides,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
The Magic Crystal,2011,NA,NA,NA, Antti Haikala,NA,NA,Foreign,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,
On doit le dire,1920,NA,NA,NA, Marius O'Galop,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Das Mirakel,1912, Ernst Lubitsch,NA,NA, Cherry Kearton, Max Reinhardt,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Mardock Scramble: The Third Exhaust,2012, Megumi Hayashibara, Hiroki Touchi, Kazuya Nakai, Susumu Kudo, Tow Ubukata, Conisch,ScienceFiction,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
The Wild Swans,1977,NA,NA,NA, Nishizawa Nobutaka,NA,NA, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
East Wind Rain,2010,NA,NA,NA,NA,NA,NA,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Il mostro di Firenze,1986, Alberto Di Stasio, Leonard Mann, Leonard Mann, Cesare Ferrario, Fulvio Ricciardi, Cesare Ferrario,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Kommissarien och havet I denna ljuva sommartid,2008,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Jhooth Bole Kauwa Kaate,1998, Anil Kapoor, Juhi Chawla, Amrish Puri, Hrishikesh Mukherjee,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dead Cold,1996, Lysette Anthony, Apache Moon, Michael Champion, Kurt Anderson,NA,NA,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
The Hobbit,1966, Herbert Lass,NA,NA, William L. Snyder, Gene Deitch, Gene Deitch, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Till Last Breath,2012, Shahrukh Khan, Katrina Kaif, Anushka Sharma, Yash Chopra, A. R. Rahman,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Adam Clayton Powell,1989,NA,NA,NA, Richard Kilberg,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
By Pike,1938, Pyotr Savin, Georgi Millyar, Vladimir Lepko, Aleksandr Rou, Vsevolod Kochetov, Oleg Leonidov,Fantasy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
TittaKudi,2010, Ravi, Asvatha,NA, Sundharan,NA,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The American Dream,2011, Malcolm Goodwin, Jamil Walker Smith, Michael Trotter, Jamil Walker Smith, Jamil Walker Smith, Brittany Ballard,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Ed Byrne Crowd Pleaser,2011, Ed Byrne,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
China's Unnatural Disaster: The Tears of Sichuan Province,2009,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Live Nude Girls,1995, Dana Delany, Kim Cattrall, Cynthia Stevenson, Julianna Lavin, Julianna Lavin,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Ultimate Fighter 17 Finale,2013,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Color Purple,1985, Whoopi Goldberg, Margaret Avery, Danny Glover, Steven Spielberg, Alice Walker, Menno Meyjes, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Corn Is Green,1945, Bette Davis, Nigel Bruce, Rhys Williams, Irving Rapper, Frank Cavett, Casey Robinson, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Breaking the Code: Behind the Walls of Chris Jericho,2010, Chris Jericho, Adam Copeland, William Jason Reso,NA,NA,NA,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Hell House,2001,NA,NA,NA, George Ratliff,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Muse: Rock AM Ring,2010,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
So You Want to Wear the Pants,1952, George O'Hanlon, Phyllis Coates,NA, Richard L. Bare, George O'Hanlon, Richard L. Bare,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Americas Deadliest Prison Gang,2007,NA,NA,NA,NA,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Nineties - Part II,1993, Christian De Sica, Massimo Boldi, Nino Frassica, Enrico Oldoini, Aurelio De Laurentiis, Enrico Oldoini, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ScaredSacred,2004,NA,NA,NA, Velcrow Ripper,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Murder in Soho,1939, Jack La Rue, Sandra Storme, Bernard Lee, Norman Lee, F. McGrew Willis,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Ring of Terror,1962, George E. Mather, Austin Green, Esther Furst, Clark L. Paylow, Alfeo Bocchicchio, Lewis Simeon,Thriller,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Falling up,2009, Joseph Cross, Sarah Roemer, Snoop Dogg, David M. Rosenthal, David M. Rosenthal, Joseph M. Smith,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Without Title,1964,NA,NA,NA, Borivoj Dovnikovic-Bordo,NA,NA,Comedy,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
All in a Nutshell,1949, Clarence Nash, James MacDonald, Dessie Flynn, Jack Hannah, Bill Berg, Nick George, Animation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
New York Dolls: Live From The Bowery,2011, David Johansen, Sylvain Sylvain,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Fingering,2013, Sunanta Dewa, Napapach Chamchoi, Pochjanee Siviriyakul, Somsak Sornpang, Somsak Sornpang,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hell's Five Hours,1958, Stephen McNally, Coleen Gray, Vic Morrow, Jack L. Copeland, Nicholas Carras, Ernest Haller,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
Godfrey: Black By Accident,2011, Godfrey,NA,NA,NA,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Boobs in the Woods,1950, Mel Blanc,NA,NA, Robert McKimson, Edward Selzer, Carl W. Stalling,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Stars and Suns,2008, Najarra Townsend, Joey Luthman, Kestrin Pantera, Sarah Soquel Morhaim,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Jean Michel Jarre: Oxygene Moscow,1997, Jean Michel Jarre,NA,NA, Aubrey Powell,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SAGA: Curse of the Shadow,2013, Danielle Chuchran, Richard McWilliams, Paul D. Hunt, John Lyde, Jason Faller, Kynan Griffin,Fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,,
Sherlock Holmes and the Leading Lady,1991, Christopher Lee, Patrick Macnee, Morgan Fairchild, Peter Sasdy, Arthur Conan Doyle, Bob Shayne,Mystery,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Strawberry Fields,2012, Emun Elliott, Anna Madeley, Christine Bottomley, Frances Lea, Frances Lea, Judith Johnson,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Devil with Hitler,1942, Alan Mowbray, Bobby Watson, George E. Stone, Gordon Douglas, Cortland Fitzsimmons,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Gentle Sex,1943, Joan Gates, Jean Gillie, Joan Greenwood, Leslie Howard,NA,NA,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Sky Pilot,1921, Colleen Moore,NA,NA, King Vidor,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Van Halen: Video Hits Vol. 1,1996, Eddie Van Halen, Sammy Hagar, David Lee Roth,NA,NA,NA, Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Johnny Carson - His Favorite Moments from 'The Tonight Show' - Johnny Goes Home,1982, Johnny Carson, Dick Carson, Joanna Carson,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
In the Teeth of Jaws,1997,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Waiting for Superman,2010, Michelle Rhee, George Reeves,NA, Davis Guggenheim, Davis Guggenheim,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
A WowieBozowee Christmas,2007, Cheryl Ammeter, Elise Baughman, Larry Brantley, Dennis DeShazer, Oliver Benavidez, Steve Kolbe,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Morir de amor,2005, Nicky Goldstein, Johannes Warth, Nanny Fornis, Gil Alkabetz, Gil Alkabetz, Nurit Israeli,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Red Mill,1927, Marion Davies, Owen Moore, Louise Fazenda, Roscoe 'Fatty' Arbuckle,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
711 Ocean Drive,1950, Edmond O'Brien, Joanne Dru, Otto Kruger, Joseph M. Newman, Richard English, Francis Swann,Drama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Humko Deewana Kar Gaye,2006, Akshay Kumar, Anil Kapoor, Bipasha Basu, Raj Kanwar, Raj Kanwar, Himesh Reshammiya,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Demons 2,1986, David Edwin Knight, Nancy Brilli, Coralina Cataldi-Tassoni, Lamberto Bava, Dario Argento, Lamberto Bava,Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
The Shift,2009, Wayne Dyer, Portia de Rossi, Edward Kerr, Michael A. Goorjian, Reid Tracy, Marco Sanchez,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
Her,2013, Joaquin Phoenix, Scarlett Johansson, Rooney Mara, Spike Jonze, Spike Jonze, Megan Ellison,ScienceFiction,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,
Kindering,1987,NA,NA,NA, Stan Brakhage,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Dismember - Under Bloodred Skies,2009,NA,NA,NA,NA,NA,NA,Music,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
The Saxon Charm,1948, Robert Montgomery, Susan Hayward, John Payne, Claude Binyon, Claude Binyon, Frederic Wakeman, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Betty Boop's Ker-Choo,1933,NA,NA,NA, Dave Fleischer,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Intelligence Men,1965, Eric Morecambe, Ernie Wise, Warren Mitchell, Robert Asher,NA,NA, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Blades of Blood,2010, Hwang Jeong-Min, Baek Sung-hyun, Han Ji-hye, JunIk Lee, Park Heung-Yong, Jo Chul-Hyun,History,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,,
Morning Glory,2010, Rachel McAdams, Harrison Ford, Patrick Wilson, Roger Michell, Aline Brosh McKenna, J.J. Abrams,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Pensione Paura,1977, Luc Merenda, Leonora Fani, Francisco Rabal, Francesco Barilli,NA,NA,Mystery,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,
Love For Rent,2005, Angie Cepeda, Ken Marino, Martita Roca,NA,NA,NA,Romance,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Kamasutra 3D,2012, Angelica Kitten,NA,NA, Amir Assadi,NA,NA, Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
Projekt Erde - Norwegen - Land der Fjorde,2010,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
The Iron Ladies,2000,NA,NA,NA,NA,NA,NA,Foreign,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Cyborg Cop III,1995, Bryan Genesse, Frank Zagarino, Ian Roberts, Yossi Wein, Jeff Albert, Dennis Dimster,Thriller,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,
The Eyes Have It,1928, Ben Turpin,NA,NA, Leslie Goodwins,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
San Quentin,1937, Pat O'Brien, Humphrey Bogart, Ann Sheridan, Lloyd Bacon, Peter Milne, Humphrey Cobb,Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,
Likha Beda Nachalo,1985, Valentin Smirnitskiy, Aleksandr Domogarov, Valentina Talyzina, Vladimir Laptev,NA,NA, Drama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Giant God Warrior Appears in Tokyo,2012, Megumi Hayashibara, Hayao Miyazaki,NA, Shinji Higuchi, Hideaki Anno, Toshio Suzuki,ScienceFiction,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Graverobbers,1988, Elizabeth Mannino, David Gregory, Larry Bockius, Straw Weisman, Straw Weisman, Alexander W. Kogan Jr., Horror,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hell's Bells,1988, Sergey Nikonenko, Ekaterina Voronina, Galina Polskikh, Sergey Nikonenko, Sergey Nikonenko, Vasiliy Shukshin, Comedy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Love + Hate,2005, Samina Awan, Tom Hudson,NA, Dominic Savage,NA,NA,Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,
Friend from Inner Space,1984,NA,NA,NA, Ricky Chan, Mona Fong,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Animated Hero Classics: Helen Keller,2007,NA,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Every Little Crook and Nanny,1972, Lynn Redgrave, Victor Mature, Paul Sand, Cy Howard, Leonard J. Ackerman, Fred Karlin,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Hotaru The Hyper Swindler 4,2005, Sola Aoi,NA,NA, Takeshi Nisato, Takeshi Nisato,NA,Romance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
The Choir Boys,1915, Bobby Ray,NA,NA,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Eine unter Tausend,2004, Tom Beck, Alexandra Finder, Karoline Kunz,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Bloody Reunion,2006, Oh Mi-hee, Jang Seong-won, Kim Eung-Soo, Dae-wung Lim, Sung-hyun Kim, Se-yeol Park,Thriller,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
Tomorrow at Seven,1933, Chester Morris, Vivienne Osborne, Frank McHugh, Ray Enright,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Affair With A Stranger,1953, Jean Simmons, Victor Mature, Mary Jo Tarola, Roy Rowland, Richard Flournoy,NA,Romance,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Borkmann's Point,2005, Sven Wollter, Eva Rexed, Thomas Hanzon,NA,NA,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Murder at the Presidio,2005, Lou Diamond Phillips, Victoria Pratt, Martin Cummins, John Fasano, Alison Graham,NA,Thriller,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
Ed Wood,1994, Johnny Depp, Martin Landau, Sarah Jessica Parker, Tim Burton, Rudolph Grey, Scott Alexander,History,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
Back Woods,2001, David C. Hayes,NA,NA, Grant Woodhill, David C. Hayes,NA,Horror,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Manufactured Landscapes,2006, Edward Burtynsky,NA,NA, Jennifer Baichwal,NA,NA,Foreign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,
Sex/Life in L.A.,1999, Ron Athey, Matt Bradshaw, Rick Castro, Jochen Hick, Jochen Hick,NA,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Kill Her Gently,1958, Griffith Jones, Maureen Connell, Marc Lawrence, Charles Saunders, Paul Erickson, Guido Coen, Crime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
